x,y,z,r,g,b
7,8,5,228,206,205
7,8,6,228,206,205
7,8,7,228,206,205
8,8,0,224,224,224
8,8,1,224,224,224
8,8,2,224,224,224
8,8,3,224,224,224
8,8,4,224,224,224
8,8,5,224,224,224
8,8,6,224,224,224
8,8,7,224,224,224
9,8,0,224,224,224
9,8,1,224,224,224
9,8,2,224,224,224
9,8,3,224,224,224
9,8,4,224,224,224
9,8,5,224,224,224
9,8,6,224,224,224
9,8,7,224,224,224
10,8,0,152,152,152
10,8,1,152,152,152
10,8,2,152,152,152
10,8,3,152,152,152
10,8,4,152,152,152
10,8,5,152,152,152
10,8,6,152,152,152
10,8,7,152,152,152
1,7,0,158,117,1
1,7,1,158,117,1
1,7,2,158,117,1
1,7,3,158,117,1
1,7,4,158,117,1
1,7,5,158,117,1
1,7,6,158,117,1
1,7,7,158,117,1
2,7,0,245,182,1
2,7,1,245,182,1
2,7,2,245,182,1
2,7,3,245,182,1
2,7,4,245,182,1
2,7,5,245,182,1
2,7,6,245,182,1
2,7,7,245,182,1
3,7,0,251,184,4
3,7,1,251,184,4
3,7,2,251,184,4
3,7,3,251,184,4
3,7,4,251,184,4
3,7,5,251,184,4
3,7,6,251,184,4
3,7,7,251,184,4
4,7,0,254,111,79
4,7,1,254,111,79
4,7,2,254,111,79
4,7,3,254,111,79
4,7,4,254,111,79
4,7,5,254,111,79
4,7,6,254,111,79
4,7,7,254,111,79
5,7,0,44,43,44
5,7,1,44,43,44
5,7,2,44,43,44
5,7,3,44,43,44
5,7,4,44,43,44
5,7,5,44,43,44
5,7,6,44,43,44
5,7,7,44,43,44
6,7,0,214,86,84
6,7,1,214,86,84
6,7,2,214,86,84
6,7,3,214,86,84
6,7,4,214,86,84
6,7,5,214,86,84
6,7,6,214,86,84
6,7,7,214,86,84
7,7,0,236,189,188
7,7,1,236,189,188
7,7,2,236,189,188
7,7,3,236,189,188
7,7,4,236,189,188
7,7,5,236,189,188
7,7,6,236,189,188
7,7,7,236,189,188
8,7,0,237,237,237
8,7,1,237,237,237
8,7,2,237,237,237
8,7,3,237,237,237
8,7,4,237,237,237
8,7,5,237,237,237
8,7,6,237,237,237
8,7,7,237,237,237
9,7,0,224,224,224
9,7,1,224,224,224
9,7,2,224,224,224
9,7,3,224,224,224
9,7,4,224,224,224
9,7,5,224,224,224
9,7,6,224,224,224
9,7,7,224,224,224
10,7,0,224,224,224
10,7,1,224,224,224
10,7,2,224,224,224
10,7,3,224,224,224
10,7,4,224,224,224
10,7,5,224,224,224
10,7,6,224,224,224
10,7,7,224,224,224
11,7,0,116,116,116
11,7,1,116,116,116
11,7,2,116,116,116
11,7,3,116,116,116
11,7,4,116,116,116
11,7,5,116,116,116
11,7,6,116,116,116
11,7,7,116,116,116
0,6,0,139,86,4
0,6,1,139,86,4
0,6,2,139,86,4
0,6,3,139,86,4
0,6,4,139,86,4
0,6,5,139,86,4
0,6,6,139,86,4
0,6,7,139,86,4
1,6,0,220,142,5
1,6,1,220,142,5
1,6,2,220,142,5
1,6,3,220,142,5
1,6,4,220,142,5
1,6,5,220,142,5
1,6,6,220,142,5
1,6,7,220,142,5
2,6,0,211,137,4
2,6,1,211,137,4
2,6,2,211,137,4
2,6,3,211,137,4
2,6,4,211,137,4
2,6,5,211,137,4
2,6,6,211,137,4
2,6,7,211,137,4
3,6,0,245,147,17
3,6,1,245,147,17
3,6,2,245,147,17
3,6,3,245,147,17
3,6,4,245,147,17
3,6,5,245,147,17
3,6,6,245,147,17
3,6,7,245,147,17
4,6,0,253,130,54
4,6,1,253,130,54
4,6,2,253,130,54
4,6,3,253,130,54
4,6,4,253,130,54
4,6,5,253,130,54
4,6,6,253,130,54
4,6,7,253,130,54
5,6,0,242,93,91
5,6,1,242,93,91
5,6,2,242,93,91
5,6,3,242,93,91
5,6,4,242,93,91
5,6,5,242,93,91
5,6,6,242,93,91
5,6,7,242,93,91
6,6,0,249,118,115
6,6,1,249,118,115
6,6,2,249,118,115
6,6,3,249,118,115
6,6,4,249,118,115
6,6,5,249,118,115
6,6,6,249,118,115
6,6,7,249,118,115
7,6,0,225,218,218
7,6,1,225,218,218
7,6,2,225,218,218
7,6,3,225,218,218
7,6,4,225,218,218
7,6,5,225,218,218
7,6,6,225,218,218
7,6,7,225,218,218
8,6,0,239,239,239
8,6,1,239,239,239
8,6,2,239,239,239
8,6,3,239,239,239
8,6,4,239,239,239
8,6,5,239,239,239
8,6,6,239,239,239
8,6,7,239,239,239
9,6,0,224,224,224
9,6,1,224,224,224
9,6,2,224,224,224
9,6,3,224,224,224
9,6,4,224,224,224
9,6,5,224,224,224
9,6,6,224,224,224
9,6,7,224,224,224
10,6,0,224,224,224
10,6,1,224,224,224
10,6,2,224,224,224
10,6,3,224,224,224
10,6,4,224,224,224
10,6,5,224,224,224
10,6,6,224,224,224
10,6,7,224,224,224
11,6,0,221,221,221
11,6,1,221,221,221
11,6,2,221,221,221
11,6,3,221,221,221
11,6,4,221,221,221
11,6,5,221,221,221
11,6,6,221,221,221
11,6,7,221,221,221
3,5,0,255,97,94
3,5,1,255,97,94
3,5,2,255,97,94
3,5,3,255,97,94
3,5,4,255,97,94
3,5,5,255,97,94
3,5,6,255,97,94
3,5,7,255,97,94
4,5,0,254,99,96
4,5,1,254,99,96
4,5,2,254,99,96
4,5,3,254,99,96
4,5,4,254,99,96
4,5,5,254,99,96
4,5,6,254,99,96
4,5,7,254,99,96
5,5,0,228,205,205
5,5,1,228,205,205
5,5,2,228,205,205
5,5,3,228,205,205
5,5,4,228,205,205
5,5,5,228,205,205
5,5,6,228,205,205
5,5,7,228,205,205
6,5,0,232,232,232
6,5,1,232,232,232
6,5,2,232,232,232
6,5,3,232,232,232
6,5,4,232,232,232
6,5,5,232,232,232
6,5,6,232,232,232
6,5,7,232,232,232
7,5,0,224,224,224
7,5,1,224,224,224
7,5,2,224,224,224
7,5,3,224,224,224
7,5,4,224,224,224
7,5,5,224,224,224
7,5,6,224,224,224
7,5,7,224,224,224
8,5,0,224,224,224
8,5,1,224,224,224
8,5,2,224,224,224
8,5,3,224,224,224
8,5,4,224,224,224
8,5,5,224,224,224
8,5,6,224,224,224
8,5,7,224,224,224
9,5,0,224,224,224
9,5,1,224,224,224
9,5,2,224,224,224
9,5,3,224,224,224
9,5,4,224,224,224
9,5,5,224,224,224
9,5,6,224,224,224
9,5,7,224,224,224
10,5,0,235,235,235
10,5,1,235,235,235
10,5,2,235,235,235
10,5,3,235,235,235
10,5,4,235,235,235
10,5,5,235,235,235
10,5,6,235,235,235
10,5,7,235,235,235
11,5,0,224,224,224
11,5,1,224,224,224
11,5,2,224,224,224
11,5,3,224,224,224
11,5,4,224,224,224
11,5,5,224,224,224
11,5,6,224,224,224
11,5,7,224,224,224
12,5,0,143,143,143
12,5,1,143,143,143
12,5,2,143,143,143
12,5,3,143,143,143
12,5,4,143,143,143
12,5,5,143,143,143
12,5,6,143,143,143
12,5,7,143,143,143
3,4,0,255,97,94
3,4,1,255,97,94
3,4,2,255,97,94
3,4,3,255,97,94
3,4,4,255,97,94
3,4,5,255,97,94
3,4,6,255,97,94
3,4,7,255,97,94
4,4,0,254,100,97
4,4,1,254,100,97
4,4,2,254,100,97
4,4,3,254,100,97
4,4,4,254,100,97
4,4,5,254,100,97
4,4,6,254,100,97
4,4,7,254,100,97
5,4,0,224,224,224
5,4,1,224,224,224
5,4,2,224,224,224
5,4,3,224,224,224
5,4,4,224,224,224
5,4,5,224,224,224
5,4,6,224,224,224
5,4,7,224,224,224
6,4,0,243,243,243
6,4,1,243,243,243
6,4,2,243,243,243
6,4,3,243,243,243
6,4,4,243,243,243
6,4,5,243,243,243
6,4,6,243,243,243
6,4,7,243,243,243
7,4,0,224,224,224
7,4,1,224,224,224
7,4,2,224,224,224
7,4,3,224,224,224
7,4,4,224,224,224
7,4,5,224,224,224
7,4,6,224,224,224
7,4,7,224,224,224
8,4,0,236,236,236
8,4,1,236,236,236
8,4,2,236,236,236
8,4,3,236,236,236
8,4,4,236,236,236
8,4,5,236,236,236
8,4,6,236,236,236
8,4,7,236,236,236
9,4,0,224,224,224
9,4,1,224,224,224
9,4,2,224,224,224
9,4,3,224,224,224
9,4,4,224,224,224
9,4,5,224,224,224
9,4,6,224,224,224
9,4,7,224,224,224
10,4,0,239,239,239
10,4,1,239,239,239
10,4,2,239,239,239
10,4,3,239,239,239
10,4,4,239,239,239
10,4,5,239,239,239
10,4,6,239,239,239
10,4,7,239,239,239
11,4,0,224,224,224
11,4,1,224,224,224
11,4,2,224,224,224
11,4,3,224,224,224
11,4,4,224,224,224
11,4,5,224,224,224
11,4,6,224,224,224
11,4,7,224,224,224
12,4,0,219,219,219
12,4,1,219,219,219
12,4,2,219,219,219
12,4,3,219,219,219
12,4,4,219,219,219
12,4,5,219,219,219
12,4,6,219,219,219
12,4,7,219,219,219
3,3,0,240,99,97
3,3,1,240,99,97
3,3,2,240,99,97
3,3,3,240,99,97
3,3,4,240,99,97
3,3,5,240,99,97
3,3,6,240,99,97
3,3,7,240,99,97
4,3,0,237,168,167
4,3,1,237,168,167
4,3,2,237,168,167
4,3,3,237,168,167
4,3,4,237,168,167
4,3,5,237,168,167
4,3,6,237,168,167
4,3,7,237,168,167
5,3,0,224,224,224
5,3,1,224,224,224
5,3,2,224,224,224
5,3,3,224,224,224
5,3,4,224,224,224
5,3,5,224,224,224
5,3,6,224,224,224
5,3,7,224,224,224
6,3,0,224,224,224
6,3,1,224,224,224
6,3,2,224,224,224
6,3,3,224,224,224
6,3,4,224,224,224
6,3,5,224,224,224
6,3,6,224,224,224
6,3,7,224,224,224
7,3,0,224,224,224
7,3,1,224,224,224
7,3,2,224,224,224
7,3,3,224,224,224
7,3,4,224,224,224
7,3,5,224,224,224
7,3,6,224,224,224
7,3,7,224,224,224
8,3,0,230,230,230
8,3,1,230,230,230
8,3,2,230,230,230
8,3,3,230,230,230
8,3,4,230,230,230
8,3,5,230,230,230
8,3,6,230,230,230
8,3,7,230,230,230
9,3,0,228,228,228
9,3,1,228,228,228
9,3,2,228,228,228
9,3,3,228,228,228
9,3,4,228,228,228
9,3,5,228,228,228
9,3,6,228,228,228
9,3,7,228,228,228
10,3,0,224,224,224
10,3,1,224,224,224
10,3,2,224,224,224
10,3,3,224,224,224
10,3,4,224,224,224
10,3,5,224,224,224
10,3,6,224,224,224
10,3,7,224,224,224
11,3,0,224,224,224
11,3,1,224,224,224
11,3,2,224,224,224
11,3,3,224,224,224
11,3,4,224,224,224
11,3,5,224,224,224
11,3,6,224,224,224
11,3,7,224,224,224
12,3,0,224,224,224
12,3,1,224,224,224
12,3,2,224,224,224
12,3,3,224,224,224
12,3,4,224,224,224
12,3,5,224,224,224
12,3,6,224,224,224
12,3,7,224,224,224
3,2,0,129,129,129
3,2,1,129,129,129
3,2,2,129,129,129
3,2,3,129,129,129
3,2,4,129,129,129
3,2,5,129,129,129
3,2,6,129,129,129
3,2,7,129,129,129
4,2,0,224,224,224
4,2,1,224,224,224
4,2,2,224,224,224
4,2,3,224,224,224
4,2,4,224,224,224
4,2,5,224,224,224
4,2,6,224,224,224
4,2,7,224,224,224
5,2,0,224,224,224
5,2,1,224,224,224
5,2,2,224,224,224
5,2,3,224,224,224
5,2,4,224,224,224
5,2,5,224,224,224
5,2,6,224,224,224
5,2,7,224,224,224
6,2,0,224,224,224
6,2,1,224,224,224
6,2,2,224,224,224
6,2,3,224,224,224
6,2,4,224,224,224
6,2,5,224,224,224
6,2,6,224,224,224
6,2,7,224,224,224
7,2,0,224,224,224
7,2,1,224,224,224
7,2,2,224,224,224
7,2,3,224,224,224
7,2,4,224,224,224
7,2,5,224,224,224
7,2,6,224,224,224
7,2,7,224,224,224
8,2,0,224,224,224
8,2,1,224,224,224
8,2,2,224,224,224
8,2,3,224,224,224
8,2,4,224,224,224
8,2,5,224,224,224
8,2,6,224,224,224
8,2,7,224,224,224
9,2,0,224,224,224
9,2,1,224,224,224
9,2,2,224,224,224
9,2,3,224,224,224
9,2,4,224,224,224
9,2,5,224,224,224
9,2,6,224,224,224
9,2,7,224,224,224
10,2,0,224,224,224
10,2,1,224,224,224
10,2,2,224,224,224
10,2,3,224,224,224
10,2,4,224,224,224
10,2,5,224,224,224
10,2,6,224,224,224
10,2,7,224,224,224
11,2,0,224,224,224
11,2,1,224,224,224
11,2,2,224,224,224
11,2,3,224,224,224
11,2,4,224,224,224
11,2,5,224,224,224
11,2,6,224,224,224
11,2,7,224,224,224
12,2,0,224,224,224
12,2,1,224,224,224
12,2,2,224,224,224
12,2,3,224,224,224
12,2,4,224,224,224
12,2,5,224,224,224
12,2,6,224,224,224
12,2,7,224,224,224
13,2,0,134,134,134
13,2,1,134,134,134
13,2,2,134,134,134
13,2,3,134,134,134
13,2,4,134,134,134
13,2,5,134,134,134
13,2,6,134,134,134
13,2,7,134,134,134
4,1,0,182,182,182
4,1,1,182,182,182
4,1,2,182,182,182
4,1,3,182,182,182
4,1,4,182,182,182
4,1,5,182,182,182
4,1,6,182,182,182
4,1,7,182,182,182
5,1,0,210,210,210
5,1,1,210,210,210
5,1,2,210,210,210
5,1,3,210,210,210
5,1,4,210,210,210
5,1,5,210,210,210
5,1,6,210,210,210
5,1,7,210,210,210
6,1,0,224,224,224
6,1,1,224,224,224
6,1,2,224,224,224
6,1,3,224,224,224
6,1,4,224,224,224
6,1,5,224,224,224
6,1,6,224,224,224
6,1,7,224,224,224
7,1,0,211,211,211
7,1,1,211,211,211
7,1,2,211,211,211
7,1,3,211,211,211
7,1,4,211,211,211
7,1,5,211,211,211
7,1,6,211,211,211
7,1,7,211,211,211
8,1,0,223,223,223
8,1,1,223,223,223
8,1,2,223,223,223
8,1,3,223,223,223
8,1,4,223,223,223
8,1,5,223,223,223
8,1,6,223,223,223
8,1,7,223,223,223
9,1,0,224,224,224
9,1,1,224,224,224
9,1,2,224,224,224
9,1,3,224,224,224
9,1,4,224,224,224
9,1,5,224,224,224
9,1,6,224,224,224
9,1,7,224,224,224
10,1,0,214,214,214
10,1,1,214,214,214
10,1,2,214,214,214
10,1,3,214,214,214
10,1,4,214,214,214
10,1,5,214,214,214
10,1,6,214,214,214
10,1,7,214,214,214
11,1,0,224,224,224
11,1,1,224,224,224
11,1,2,224,224,224
11,1,3,224,224,224
11,1,4,224,224,224
11,1,5,224,224,224
11,1,6,224,224,224
11,1,7,224,224,224
12,1,0,170,170,170
12,1,1,170,170,170
12,1,2,170,170,170
12,1,3,170,170,170
12,1,4,170,170,170
12,1,5,170,170,170
12,1,6,170,170,170
12,1,7,170,170,170
13,1,0,186,186,186
13,1,1,186,186,186
13,1,2,186,186,186
13,1,3,186,186,186
13,1,4,186,186,186
13,1,5,186,186,186
13,1,6,186,186,186
13,1,7,186,186,186
5,0,0,100,100,100
5,0,1,100,100,100
5,0,2,100,100,100
5,0,3,100,100,100
5,0,4,100,100,100
5,0,5,100,100,100
5,0,6,100,100,100
5,0,7,100,100,100
6,0,0,209,209,209
6,0,1,209,209,209
6,0,2,209,209,209
6,0,3,209,209,209
6,0,4,209,209,209
6,0,5,209,209,209
6,0,6,209,209,209
6,0,7,209,209,209
7,0,0,96,96,96
7,0,1,96,96,96
7,0,2,96,96,96
7,0,3,96,96,96
7,0,4,96,96,96
7,0,5,96,96,96
7,0,6,96,96,96
7,0,7,96,96,96
8,0,0,185,185,185
8,0,1,185,185,185
8,0,2,185,185,185
8,0,3,185,185,185
8,0,4,185,185,185
8,0,5,185,185,185
8,0,6,185,185,185
8,0,7,185,185,185
9,0,0,209,209,209
9,0,1,209,209,209
9,0,2,209,209,209
9,0,3,209,209,209
9,0,4,209,209,209
9,0,5,209,209,209
9,0,6,209,209,209
9,0,7,209,209,209
11,0,0,183,183,183
11,0,1,183,183,183
11,0,2,183,183,183
11,0,3,183,183,183
11,0,4,183,183,183
11,0,5,183,183,183
11,0,6,183,183,183
11,0,7,183,183,183
