x,y,z,r,g,b
1,6,5,91,152,33
1,6,6,91,152,33
1,6,7,91,152,33
2,6,0,91,152,33
2,6,1,91,152,33
2,6,2,91,152,33
2,6,3,91,152,33
2,6,4,91,152,33
2,6,5,91,152,33
2,6,6,91,152,33
2,6,7,91,152,33
3,6,0,99,121,46
3,6,1,99,121,46
3,6,2,99,121,46
3,6,3,99,121,46
3,6,4,99,121,46
3,6,5,99,121,46
3,6,6,99,121,46
3,6,7,99,121,46
4,6,0,97,122,45
4,6,1,97,122,45
4,6,2,97,122,45
4,6,3,97,122,45
4,6,4,97,122,45
4,6,5,97,122,45
4,6,6,97,122,45
4,6,7,97,122,45
5,6,0,91,152,33
5,6,1,91,152,33
5,6,2,91,152,33
5,6,3,91,152,33
5,6,4,91,152,33
5,6,5,91,152,33
5,6,6,91,152,33
5,6,7,91,152,33
6,6,0,109,75,65
6,6,1,109,75,65
6,6,2,109,75,65
6,6,3,109,75,65
6,6,4,109,75,65
6,6,5,109,75,65
6,6,6,109,75,65
6,6,7,109,75,65
7,6,0,98,121,45
7,6,1,98,121,45
7,6,2,98,121,45
7,6,3,98,121,45
7,6,4,98,121,45
7,6,5,98,121,45
7,6,6,98,121,45
7,6,7,98,121,45
8,6,0,91,152,33
8,6,1,91,152,33
8,6,2,91,152,33
8,6,3,91,152,33
8,6,4,91,152,33
8,6,5,91,152,33
8,6,6,91,152,33
8,6,7,91,152,33
9,6,0,91,152,33
9,6,1,91,152,33
9,6,2,91,152,33
9,6,3,91,152,33
9,6,4,91,152,33
9,6,5,91,152,33
9,6,6,91,152,33
9,6,7,91,152,33
10,6,0,91,152,33
10,6,1,91,152,33
10,6,2,91,152,33
10,6,3,91,152,33
10,6,4,91,152,33
10,6,5,91,152,33
10,6,6,91,152,33
10,6,7,91,152,33
11,6,0,79,132,29
11,6,1,79,132,29
11,6,2,79,132,29
11,6,3,79,132,29
11,6,4,79,132,29
11,6,5,79,132,29
11,6,6,79,132,29
11,6,7,79,132,29
1,5,0,82,137,29
1,5,1,82,137,29
1,5,2,82,137,29
1,5,3,82,137,29
1,5,4,82,137,29
1,5,5,82,137,29
1,5,6,82,137,29
1,5,7,82,137,29
2,5,0,91,152,33
2,5,1,91,152,33
2,5,2,91,152,33
2,5,3,91,152,33
2,5,4,91,152,33
2,5,5,91,152,33
2,5,6,91,152,33
2,5,7,91,152,33
3,5,0,92,147,35
3,5,1,92,147,35
3,5,2,92,147,35
3,5,3,92,147,35
3,5,4,92,147,35
3,5,5,92,147,35
3,5,6,92,147,35
3,5,7,92,147,35
4,5,0,107,80,62
4,5,1,107,80,62
4,5,2,107,80,62
4,5,3,107,80,62
4,5,4,107,80,62
4,5,5,107,80,62
4,5,6,107,80,62
4,5,7,107,80,62
5,5,0,98,120,46
5,5,1,98,120,46
5,5,2,98,120,46
5,5,3,98,120,46
5,5,4,98,120,46
5,5,5,98,120,46
5,5,6,98,120,46
5,5,7,98,120,46
6,5,0,109,75,65
6,5,1,109,75,65
6,5,2,109,75,65
6,5,3,109,75,65
6,5,4,109,75,65
6,5,5,109,75,65
6,5,6,109,75,65
6,5,7,109,75,65
7,5,0,95,133,40
7,5,1,95,133,40
7,5,2,95,133,40
7,5,3,95,133,40
7,5,4,95,133,40
7,5,5,95,133,40
7,5,6,95,133,40
7,5,7,95,133,40
8,5,0,91,152,33
8,5,1,91,152,33
8,5,2,91,152,33
8,5,3,91,152,33
8,5,4,91,152,33
8,5,5,91,152,33
8,5,6,91,152,33
8,5,7,91,152,33
9,5,0,91,152,33
9,5,1,91,152,33
9,5,2,91,152,33
9,5,3,91,152,33
9,5,4,91,152,33
9,5,5,91,152,33
9,5,6,91,152,33
9,5,7,91,152,33
10,5,0,79,132,28
10,5,1,79,132,28
10,5,2,79,132,28
10,5,3,79,132,28
10,5,4,79,132,28
10,5,5,79,132,28
10,5,6,79,132,28
10,5,7,79,132,28
3,4,0,67,112,24
3,4,1,67,112,24
3,4,2,67,112,24
3,4,3,67,112,24
3,4,4,67,112,24
3,4,5,67,112,24
3,4,6,67,112,24
3,4,7,67,112,24
4,4,0,65,93,27
4,4,1,65,93,27
4,4,2,65,93,27
4,4,3,65,93,27
4,4,4,65,93,27
4,4,5,65,93,27
4,4,6,65,93,27
4,4,7,65,93,27
5,4,0,110,75,65
5,4,1,110,75,65
5,4,2,110,75,65
5,4,3,110,75,65
5,4,4,110,75,65
5,4,5,110,75,65
5,4,6,110,75,65
5,4,7,110,75,65
6,4,0,125,85,74
6,4,1,125,85,74
6,4,2,125,85,74
6,4,3,125,85,74
6,4,4,125,85,74
6,4,5,125,85,74
6,4,6,125,85,74
6,4,7,125,85,74
7,4,0,81,66,45
7,4,1,81,66,45
7,4,2,81,66,45
7,4,3,81,66,45
7,4,4,81,66,45
7,4,5,81,66,45
7,4,6,81,66,45
7,4,7,81,66,45
8,4,0,71,54,41
8,4,1,71,54,41
8,4,2,71,54,41
8,4,3,71,54,41
8,4,4,71,54,41
8,4,5,71,54,41
8,4,6,71,54,41
8,4,7,71,54,41
5,3,0,100,68,60
5,3,1,100,68,60
5,3,2,100,68,60
5,3,3,100,68,60
5,3,4,100,68,60
5,3,5,100,68,60
5,3,6,100,68,60
5,3,7,100,68,60
6,3,0,134,91,80
6,3,1,134,91,80
6,3,2,134,91,80
6,3,3,134,91,80
6,3,4,134,91,80
6,3,5,134,91,80
6,3,6,134,91,80
6,3,7,134,91,80
7,3,0,105,72,62
7,3,1,105,72,62
7,3,2,105,72,62
7,3,3,105,72,62
7,3,4,105,72,62
7,3,5,105,72,62
7,3,6,105,72,62
7,3,7,105,72,62
5,2,0,101,69,60
5,2,1,101,69,60
5,2,2,101,69,60
5,2,3,101,69,60
5,2,4,101,69,60
5,2,5,101,69,60
5,2,6,101,69,60
5,2,7,101,69,60
6,2,0,134,91,80
6,2,1,134,91,80
6,2,2,134,91,80
6,2,3,134,91,80
6,2,4,134,91,80
6,2,5,134,91,80
6,2,6,134,91,80
6,2,7,134,91,80
5,1,0,125,85,74
5,1,1,125,85,74
5,1,2,125,85,74
5,1,3,125,85,74
5,1,4,125,85,74
5,1,5,125,85,74
5,1,6,125,85,74
5,1,7,125,85,74
6,1,0,134,91,80
6,1,1,134,91,80
6,1,2,134,91,80
6,1,3,134,91,80
6,1,4,134,91,80
6,1,5,134,91,80
6,1,6,134,91,80
6,1,7,134,91,80
5,0,0,86,59,51
5,0,1,86,59,51
5,0,2,86,59,51
5,0,3,86,59,51
5,0,4,86,59,51
5,0,5,86,59,51
5,0,6,86,59,51
5,0,7,86,59,51
6,0,0,98,66,58
6,0,1,98,66,58
6,0,2,98,66,58
6,0,3,98,66,58
6,0,4,98,66,58
6,0,5,98,66,58
6,0,6,98,66,58
6,0,7,98,66,58
